ID Cliente,Abandono,Género,Mayor de 65 años,Tiene Pareja,Tiene Dependientes,Duración del Contrato (meses),Servicio Telefónico,Múltiples Líneas,Servicio de Internet,Seguridad en Línea,Respaldo en Línea,Protección del Dispositivo,Soporte Técnico,TV por Cable,Streaming de Películas,Tipo de Contrato,Facturación Sin Papel,Método de Pago,Costo Mensual,Costo Total,Costo Diario,Rango de Contrato,Cantidad de Servicios Contratados
2138-VFAPZ,0,F,False,1,1,14,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Cheque por Correo,19.7,263.65,0.66,11-20,0
2139-FQHLM,0,M,False,0,0,19,1,0,Fibra Óptica,0,0,1,1,1,0,Mensual,0,Cheque por Correo,89.95,1682.4,3.0,11-20,3
2141-RRYGO,1,F,False,0,0,4,1,0,DSL,0,1,0,0,1,1,Mensual,1,Transferencia bancaria (automático),68.65,261.25,2.29,0-10,3
2143-LJULT,0,F,False,1,0,67,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Tarjeta de crédito (automático),25.25,1733.15,0.84,61-70,1
2144-BFDSO,0,F,True,1,0,50,1,1,Fibra Óptica,1,1,1,0,1,1,Mensual,0,Transferencia bancaria (automático),108.75,5431.9,3.62,51-60,6
2144-ESWKO,0,M,False,0,0,43,0,-1,DSL,1,0,1,0,0,0,Anual,1,Tarjeta de crédito (automático),35.2,1463.7,1.17,41-50,2
2146-EGVDT,0,M,False,1,1,59,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),19.3,1192.7,0.64,51-60,0
2150-OEGBV,0,M,False,0,0,27,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Transferencia bancaria (automático),20.1,562.6,0.67,21-30,0
2150-UWTFY,1,F,False,1,1,22,1,0,DSL,1,1,1,0,0,0,Mensual,0,Cheque por Correo,61.15,1422.05,2.04,21-30,3
2150-WLKUW,0,F,False,1,0,40,1,1,DSL,0,1,0,0,1,0,Anual,0,Transferencia bancaria (automático),63.9,2635.0,2.13,41-50,3
2153-MREFK,1,F,False,1,0,37,1,1,Fibra Óptica,1,0,1,1,0,1,Anual,1,Cheque electrónico,99.2,3754.6,3.31,31-40,5
2154-KVJFF,1,F,False,0,0,15,1,1,Fibra Óptica,0,1,0,0,0,0,Mensual,1,Cheque electrónico,79.75,1111.85,2.66,11-20,2
2155-AMQRX,0,F,False,0,0,28,1,1,DSL,0,0,0,1,0,0,Mensual,1,Tarjeta de crédito (automático),54.9,1505.15,1.83,21-30,2
2157-MXBJS,1,M,False,1,0,13,1,1,DSL,0,0,1,0,1,1,Anual,1,Cheque por Correo,75.3,989.45,2.51,11-20,4
2159-TURXX,0,M,False,0,0,5,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Tarjeta de crédito (automático),20.05,95.55,0.67,0-10,0
2160-GPFXD,0,M,False,1,1,54,1,1,DSL,1,1,0,1,0,0,Bianual,1,Tarjeta de crédito (automático),65.65,3566.7,2.19,51-60,4
2162-FRZAA,0,M,False,1,1,63,0,-1,DSL,0,1,1,1,0,0,Bianual,0,Transferencia bancaria (automático),39.35,2395.05,1.31,61-70,3
2164-SOQXL,0,F,False,1,1,20,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,20.05,406.05,0.67,21-30,0
2165-VOEGB,1,F,False,0,1,46,1,0,Fibra Óptica,1,1,0,1,1,1,Anual,1,Transferencia bancaria (automático),105.2,4822.85,3.51,41-50,5
2167-FQSTQ,0,F,False,1,0,72,1,1,DSL,1,1,1,1,1,1,Bianual,1,Cheque electrónico,92.4,6786.1,3.08,71+,7
2169-RRLFW,0,F,False,1,0,71,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),25.6,1888.25,0.85,71+,1
2171-UDMFD,0,M,False,1,1,32,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Tarjeta de crédito (automático),19.45,674.55,0.65,31-40,0
2172-EJXVF,0,F,True,0,0,71,1,1,Fibra Óptica,0,1,1,0,1,1,Anual,1,Cheque electrónico,105.9,7521.95,3.53,71+,5
2176-LVPNX,0,F,True,0,0,71,1,1,DSL,1,1,1,1,1,1,Bianual,0,Cheque por Correo,89.85,6293.45,2.99,71+,7
2176-OSJUV,0,M,False,1,0,71,1,1,DSL,1,1,0,1,0,0,Bianual,0,Transferencia bancaria (automático),65.15,4681.75,2.17,71+,4
2178-PMGCJ,0,M,False,0,0,22,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque por Correo,69.7,1490.4,2.32,21-30,0
2180-DXNEG,1,F,False,0,0,12,1,0,Fibra Óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,96.0,1062.1,3.2,11-20,3
2181-TIDSV,0,M,False,1,1,68,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Transferencia bancaria (automático),19.95,1303.25,0.66,61-70,0
2181-UAESM,0,M,False,0,0,2,1,0,DSL,1,0,1,0,0,0,Mensual,0,Cheque electrónico,53.45,119.5,1.78,0-10,2
2186-QZEYA,0,F,True,0,0,29,1,1,DSL,1,1,0,0,0,0,Mensual,1,Transferencia bancaria (automático),58.55,1718.95,1.95,21-30,3
2187-LZGPL,1,F,False,0,0,7,0,-1,DSL,0,1,0,0,0,1,Mensual,1,Tarjeta de crédito (automático),40.1,293.3,1.34,0-10,2
2187-PKZAY,0,M,False,0,0,12,1,0,Fibra Óptica,0,0,0,0,0,1,Mensual,1,Transferencia bancaria (automático),79.95,1043.4,2.66,11-20,1
2188-SXWVT,0,F,False,0,0,34,1,0,DSL,1,1,0,0,0,0,Anual,0,Cheque por Correo,55.0,1885.15,1.83,31-40,2
2189-UXTKY,1,F,False,1,0,22,1,1,DSL,1,0,0,1,1,1,Mensual,1,Cheque electrónico,79.2,1742.75,2.64,21-30,5
2189-WWOEW,1,F,False,0,1,15,1,0,Fibra Óptica,0,1,0,0,0,1,Mensual,1,Transferencia bancaria (automático),85.9,1269.55,2.86,11-20,2
2190-BCXEC,0,F,False,1,0,40,1,1,Fibra Óptica,0,0,0,1,0,0,Mensual,1,Tarjeta de crédito (automático),78.85,3126.85,2.63,41-50,2
2190-PHBHR,0,F,False,1,0,72,1,1,Fibra Óptica,1,1,0,0,0,1,Bianual,1,Tarjeta de crédito (automático),94.45,6921.7,3.15,71+,4
2192-CKRLV,0,F,False,1,0,72,0,-1,DSL,1,1,1,0,0,1,Bianual,1,Cheque electrónico,49.2,3580.95,1.64,71+,4
2192-OZITF,0,F,False,0,0,45,1,1,DSL,1,0,0,1,0,1,Bianual,0,Cheque por Correo,73.55,3349.1,2.45,41-50,4
2193-SFWQW,0,M,False,1,1,72,1,0,Fibra Óptica,1,1,1,1,1,1,Bianual,0,Transferencia bancaria (automático),111.95,8033.1,3.73,71+,6
2194-IIQOF,0,F,False,1,0,71,1,1,DSL,1,1,1,1,1,1,Bianual,0,Tarjeta de crédito (automático),89.3,6388.65,2.98,71+,7
2195-VVRJF,0,M,True,1,0,18,1,0,DSL,1,0,0,0,0,1,Mensual,1,Tarjeta de crédito (automático),59.1,1011.05,1.97,11-20,2
2195-ZRVAX,1,F,False,1,0,47,1,0,Fibra Óptica,0,0,1,0,0,1,Mensual,1,Cheque electrónico,85.3,4045.65,2.84,41-50,2
2197-OMWGI,0,F,True,1,1,68,0,-1,DSL,0,1,1,0,1,1,Bianual,1,Cheque electrónico,53.0,3656.25,1.77,61-70,4
2200-DSAAL,0,F,False,0,0,68,1,1,DSL,0,1,1,0,1,1,Bianual,1,Cheque electrónico,80.65,5330.2,2.69,61-70,5
2202-CUYXZ,1,M,False,0,0,1,1,0,Fibra Óptica,0,0,1,0,1,0,Mensual,1,Cheque electrónico,84.85,84.85,2.83,0-10,2
2202-OUTMO,0,F,False,1,0,34,1,1,DSL,1,0,0,1,0,0,Mensual,1,Transferencia bancaria (automático),60.85,2003.6,2.03,31-40,3
2203-GHNWN,0,F,False,1,0,24,1,1,Fibra Óptica,0,0,1,0,0,0,Mensual,1,Cheque por Correo,79.65,1928.7,2.66,21-30,2
2205-LPVGL,0,M,True,1,1,58,1,1,Fibra Óptica,1,1,0,1,0,0,Anual,1,Transferencia bancaria (automático),89.85,5125.75,2.99,51-60,4
2205-YMZZJ,1,M,True,0,0,7,1,1,Fibra Óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,84.8,546.95,2.83,0-10,2
2207-NHRJK,1,M,False,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensual,0,Cheque electrónico,50.8,50.8,1.69,0-10,1
2207-OBZNX,1,M,False,0,0,7,1,0,DSL,1,0,0,0,0,0,Mensual,1,Cheque por Correo,51.0,354.05,1.7,0-10,1
2207-QPJED,0,F,True,1,0,37,1,0,Fibra Óptica,0,0,1,1,1,0,Mensual,0,Cheque electrónico,90.0,3371.75,3.0,31-40,3
2207-RYYRL,0,M,False,1,1,52,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,24.55,1331.05,0.82,51-60,1
2208-MPXIO,0,F,False,1,1,45,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Transferencia bancaria (automático),20.0,886.4,0.67,41-50,0
2208-NKVVH,0,M,False,1,1,43,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,24.25,1077.95,0.81,41-50,1
2208-NQBCT,0,F,False,1,1,26,1,0,Fibra Óptica,1,1,0,0,0,0,Mensual,0,Cheque electrónico,81.95,2070.05,2.73,21-30,2
2208-UGTGR,0,M,False,0,0,56,1,1,Fibra Óptica,0,1,0,0,1,1,Mensual,0,Cheque electrónico,98.6,5581.05,3.29,51-60,4
2209-XADXF,0,F,False,0,0,1,0,-1,DSL,0,0,0,0,0,0,Mensual,0,Transferencia bancaria (automático),25.25,25.25,0.84,0-10,0
2211-RMNHO,0,F,False,1,1,68,1,1,DSL,0,1,1,1,1,1,Bianual,0,Transferencia bancaria (automático),85.3,5560.0,2.84,61-70,6
2212-LYASK,0,M,False,1,1,27,0,-1,DSL,0,1,1,0,0,1,Anual,1,Tarjeta de crédito (automático),45.85,1246.4,1.53,21-30,3
2215-ZAFGX,0,M,False,0,0,9,1,1,Fibra Óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,85.5,791.7,2.85,0-10,2
2219-MVUSO,1,M,False,0,0,8,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque por Correo,45.15,438.4,1.5,0-10,0
2220-IAHLS,0,F,False,0,0,1,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Tarjeta de crédito (automático),19.4,19.4,0.65,0-10,0
2223-GDSHL,0,M,False,1,1,71,1,1,Fibra Óptica,1,1,1,1,1,1,Bianual,1,Transferencia bancaria (automático),116.05,8297.5,3.87,71+,7
2223-KAGMX,1,F,False,0,0,15,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Transferencia bancaria (automático),19.4,289.3,0.65,11-20,0
2225-ZRGSG,1,F,False,1,1,70,1,1,Fibra Óptica,1,1,1,1,0,0,Bianual,0,Transferencia bancaria (automático),93.9,6579.05,3.13,71+,5
2226-ICFDO,0,F,False,1,1,72,1,1,DSL,1,0,1,1,1,1,Bianual,1,Tarjeta de crédito (automático),85.9,6110.75,2.86,71+,6
2227-JRSJX,0,F,False,0,0,21,1,0,Fibra Óptica,0,1,0,1,1,1,Mensual,1,Transferencia bancaria (automático),99.15,1956.4,3.3,21-30,4
2228-BZDEE,0,F,False,0,0,54,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,20.1,1079.45,0.67,51-60,0
2229-DPMBI,0,F,False,1,1,8,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,19.5,162.15,0.65,0-10,0
2229-VWQJH,0,F,False,0,0,24,1,0,DSL,0,0,1,0,0,0,Mensual,1,Tarjeta de crédito (automático),49.3,1233.25,1.64,21-30,1
2230-XTUWL,0,F,False,1,1,48,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,19.55,883.35,0.65,41-50,0
2232-DMLXU,1,F,False,1,0,1,1,0,DSL,0,0,0,0,1,0,Mensual,0,Cheque por Correo,55.2,55.2,1.84,0-10,1
2233-FAGXV,0,F,False,1,1,5,1,1,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Cheque por Correo,24.3,132.25,0.81,0-10,1
2233-TXSIU,0,M,False,1,1,17,0,-1,DSL,1,0,1,0,1,0,Anual,0,Tarjeta de crédito (automático),44.45,792.15,1.48,11-20,3
2234-EOFPT,0,M,False,1,0,72,1,0,DSL,1,1,0,1,1,1,Bianual,1,Transferencia bancaria (automático),79.35,5753.25,2.64,71+,5
2234-XADUH,0,F,False,1,1,72,1,1,Fibra Óptica,0,1,1,0,1,1,Anual,1,Tarjeta de crédito (automático),103.2,7362.9,3.44,71+,5
2235-DWLJU,0,F,True,0,0,6,0,-1,DSL,0,0,0,0,1,1,Mensual,1,Cheque electrónico,44.4,263.05,1.48,0-10,2
2235-EZAIK,0,F,False,1,0,72,1,1,DSL,1,1,1,1,1,0,Bianual,0,Tarjeta de crédito (automático),79.2,5401.9,2.64,71+,6
2235-ZGKPT,1,F,False,1,1,4,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque por Correo,50.85,239.55,1.7,0-10,1
2236-HILPA,0,M,False,1,1,62,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),20.65,1218.45,0.69,61-70,0
2237-ZFSMY,1,F,False,0,0,39,1,0,Fibra Óptica,1,0,1,1,1,0,Anual,1,Cheque electrónico,95.55,3692.85,3.18,31-40,4
2239-CFOUJ,0,M,False,1,1,1,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,20.4,20.4,0.68,0-10,0
2239-CGBUZ,0,F,False,1,0,51,1,0,DSL,1,1,0,1,0,0,Anual,1,Transferencia bancaria (automático),60.5,3145.15,2.02,51-60,3
2239-JALAW,1,M,False,0,0,58,1,1,Fibra Óptica,0,1,1,0,1,1,Anual,1,Transferencia bancaria (automático),103.25,6017.65,3.44,51-60,5
2240-HSJQD,0,M,False,0,1,38,1,1,Fibra Óptica,0,1,0,0,0,0,Mensual,1,Cheque por Correo,81.85,3141.7,2.73,31-40,2
2242-MFOTG,0,M,False,0,0,33,1,1,Fibra Óptica,1,0,0,0,0,0,Anual,0,Transferencia bancaria (automático),80.1,2603.3,2.67,31-40,2
2243-FNMMI,0,M,False,0,0,20,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,19.4,415.4,0.65,21-30,0
2245-ADZFJ,0,F,False,1,1,31,1,1,DSL,0,1,0,1,1,1,Bianual,0,Transferencia bancaria (automático),80.55,2471.6,2.68,31-40,5
2249-YPRNG,1,F,False,1,1,20,1,1,Fibra Óptica,0,1,1,0,1,1,Mensual,1,Transferencia bancaria (automático),105.85,2239.65,3.53,21-30,5
2250-IVBWA,0,M,False,1,1,64,1,0,Fibra Óptica,1,1,0,0,0,0,Mensual,0,Cheque electrónico,81.05,5135.35,2.7,61-70,2
2251-PYLPB,0,M,False,1,0,72,1,1,DSL,1,1,1,1,0,1,Bianual,0,Tarjeta de crédito (automático),79.55,5810.9,2.65,71+,6
2252-ISRNH,0,M,False,1,1,9,1,1,Fibra Óptica,0,0,1,0,1,0,Anual,1,Cheque electrónico,90.35,767.9,3.01,0-10,3
2252-JHJGE,0,M,False,0,0,61,1,1,Fibra Óptica,1,0,1,0,1,1,Anual,0,Cheque electrónico,104.0,6363.45,3.47,61-70,5
2252-NKNSI,0,M,False,0,1,52,1,1,DSL,1,1,0,1,1,1,Bianual,1,Cheque por Correo,85.15,4461.85,2.84,51-60,6
2253-KPMNB,0,F,False,1,1,69,0,-1,DSL,1,1,1,1,0,0,Bianual,0,Transferencia bancaria (automático),46.25,3121.4,1.54,61-70,4
2254-DLXRI,0,F,False,0,0,1,1,1,Fibra Óptica,0,1,0,0,0,0,Mensual,1,Cheque por Correo,79.15,79.15,2.64,0-10,2
2256-YLYLP,0,M,False,1,1,68,1,0,DSL,0,0,1,1,1,1,Bianual,1,Transferencia bancaria (automático),72.95,4953.25,2.43,61-70,4
2257-BOVXD,0,M,False,1,0,14,1,1,DSL,0,0,0,1,1,0,Mensual,1,Tarjeta de crédito (automático),66.6,979.5,2.22,11-20,3
2259-OUUSZ,0,M,False,0,0,7,0,-1,DSL,0,0,1,1,0,0,Anual,1,Tarjeta de crédito (automático),35.5,249.55,1.18,0-10,2
2260-USTRB,1,F,True,0,0,2,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automático),70.2,115.95,2.34,0-10,0
2262-SLNVK,0,F,False,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,0,Cheque electrónico,70.1,70.1,2.34,0-10,0
2263-SFSQZ,0,M,False,1,1,51,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Cheque por Correo,24.95,1222.25,0.83,51-60,1
2265-CYWIV,1,F,True,1,0,4,1,1,Fibra Óptica,1,0,0,0,1,1,Mensual,1,Cheque electrónico,99.6,347.65,3.32,0-10,4
2266-FUBDZ,0,M,False,1,1,15,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,19.35,278.85,0.64,11-20,0
2266-SJNAT,0,F,False,1,0,72,1,1,Fibra Óptica,0,1,1,1,1,1,Anual,0,Tarjeta de crédito (automático),109.15,7789.6,3.64,71+,6
2267-FPIMA,0,M,False,1,0,50,1,1,Fibra Óptica,1,1,0,0,0,1,Mensual,1,Tarjeta de crédito (automático),94.4,4914.9,3.15,51-60,4
2267-WTPYD,0,F,True,1,0,57,1,1,Fibra Óptica,0,1,1,0,0,1,Mensual,0,Tarjeta de crédito (automático),94.0,5438.95,3.13,51-60,4
2270-CHBFN,0,F,False,1,0,44,1,1,Fibra Óptica,1,1,1,1,0,0,Mensual,1,Tarjeta de crédito (automático),95.1,4060.55,3.17,41-50,5
2272-JKMSI,0,F,False,1,1,62,1,1,Fibra Óptica,0,1,1,1,1,1,Anual,1,Cheque electrónico,110.8,6840.95,3.69,61-70,6
2272-QAGFO,1,F,True,0,0,14,1,1,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,74.3,1096.25,2.48,11-20,1
2272-UOINI,0,F,False,0,0,7,1,0,DSL,1,1,0,1,1,1,Mensual,1,Cheque electrónico,78.5,571.05,2.62,0-10,5
2272-WUSPA,0,F,False,1,0,72,1,1,Fibra Óptica,1,1,1,0,1,1,Bianual,1,Cheque electrónico,110.75,7751.7,3.69,71+,6
2273-QCKXA,0,M,False,0,0,1,1,0,DSL,0,0,0,1,0,0,Mensual,0,Cheque por Correo,49.05,49.05,1.64,0-10,1
2274-XUATA,0,M,True,1,0,72,0,-1,DSL,1,1,1,1,1,1,Bianual,1,Transferencia bancaria (automático),63.1,4685.55,2.1,71+,6
2275-RBYQS,0,F,False,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque por Correo,45.4,45.4,1.51,0-10,0
2276-YDAVZ,1,F,False,0,0,3,1,1,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito (automático),75.1,270.7,2.5,0-10,1
2277-AXSDC,0,F,False,0,0,32,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Transferencia bancaria (automático),19.75,624.15,0.66,31-40,0
2277-BKJKN,0,F,True,1,0,71,1,0,Fibra Óptica,0,1,1,0,1,1,Bianual,1,Cheque electrónico,99.2,7213.75,3.31,71+,4
2277-DJJDL,0,M,True,1,0,60,1,1,Fibra Óptica,0,0,0,1,1,1,Mensual,1,Cheque electrónico,99.0,6017.9,3.3,61-70,4
2277-VWCNI,0,F,True,0,0,4,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque por Correo,48.75,179.85,1.62,0-10,1
2279-AXJJK,0,M,False,1,0,52,1,1,Fibra Óptica,0,1,0,1,0,1,Mensual,1,Tarjeta de crédito (automático),95.65,5088.4,3.19,51-60,4
2282-YGNOR,0,F,False,0,0,29,1,0,DSL,1,0,1,1,0,0,Anual,0,Tarjeta de crédito (automático),58.0,1734.5,1.93,21-30,3
2284-VFLKH,0,M,False,1,0,49,1,0,Fibra Óptica,0,0,1,1,1,1,Anual,1,Tarjeta de crédito (automático),99.25,4920.8,3.31,41-50,4
2292-XQWSV,0,M,False,1,1,40,0,-1,DSL,0,1,1,1,1,1,Anual,0,Cheque por Correo,60.3,2448.5,2.01,41-50,5
2293-IJWPS,0,F,False,1,0,57,1,1,Fibra Óptica,0,0,1,0,1,1,Anual,1,Tarjeta de crédito (automático),100.75,5985.0,3.36,51-60,4
2294-DMMUS,0,F,False,1,1,62,1,1,DSL,0,0,0,0,1,1,Mensual,1,Tarjeta de crédito (automático),70.45,4300.45,2.35,61-70,3
2294-SALNE,0,M,False,1,1,23,1,0,Fibra Óptica,0,1,1,1,0,0,Anual,0,Cheque por Correo,86.8,1940.8,2.89,21-30,3
2296-DKZFP,0,F,False,1,0,65,1,0,DSL,1,1,1,0,0,1,Bianual,0,Transferencia bancaria (automático),71.0,4386.2,2.37,61-70,4
2300-RQGOI,0,F,False,0,0,38,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,20.05,741.5,0.67,31-40,0
2302-ANTDP,1,F,True,1,0,48,1,1,Fibra Óptica,1,1,1,1,1,1,Mensual,0,Cheque electrónico,117.45,5438.9,3.92,41-50,7
2302-OUZXB,0,M,False,1,0,72,1,1,DSL,0,1,1,0,1,1,Bianual,0,Transferencia bancaria (automático),82.15,5784.3,2.74,71+,5
2303-PJYHN,0,F,False,1,0,2,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Transferencia bancaria (automático),19.85,52.0,0.66,0-10,0
2305-MRGLV,0,M,False,1,0,28,1,0,Fibra Óptica,0,0,0,1,0,0,Mensual,0,Transferencia bancaria (automático),76.55,2065.4,2.55,21-30,1
2307-FYNNL,0,M,True,0,0,65,1,1,Fibra Óptica,1,0,1,1,1,1,Bianual,1,Cheque electrónico,109.05,7108.2,3.64,61-70,6
2308-STERM,0,F,False,0,0,2,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,19.4,61.05,0.65,0-10,0
2309-OSFEU,1,M,False,0,0,10,0,-1,DSL,0,0,0,0,0,1,Mensual,1,Cheque por Correo,33.9,298.45,1.13,11-20,1
2311-QYMUQ,1,F,False,1,1,16,1,0,Fibra Óptica,0,1,1,0,1,0,Mensual,1,Tarjeta de crédito (automático),89.45,1430.25,2.98,11-20,3
2314-TNDJQ,0,F,False,1,1,72,0,-1,DSL,1,1,1,1,0,1,Bianual,0,Tarjeta de crédito (automático),55.65,3880.05,1.86,71+,5
2316-ESMLS,0,F,False,1,1,12,0,-1,DSL,1,0,0,1,0,0,Anual,0,Tarjeta de crédito (automático),33.15,444.75,1.1,11-20,2
2320-JRSDE,1,F,False,1,1,1,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Cheque electrónico,19.9,19.9,0.66,0-10,0
2320-SLKMB,0,F,False,0,0,26,0,-1,DSL,0,0,1,1,1,0,Mensual,1,Tarjeta de crédito (automático),44.45,1183.8,1.48,21-30,3
2320-TZRRH,0,F,False,0,0,20,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,19.5,403.15,0.65,21-30,0
2320-YKQBO,0,F,False,0,0,7,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,19.3,144.95,0.64,0-10,0
2321-OMBXY,1,F,False,1,1,38,1,0,DSL,1,1,0,1,1,1,Anual,0,Tarjeta de crédito (automático),80.3,3058.65,2.68,31-40,5
2322-VCZHZ,0,M,True,1,0,23,1,0,Fibra Óptica,1,1,0,0,0,1,Mensual,1,Cheque electrónico,90.0,2024.1,3.0,21-30,3
2323-ARSVR,0,M,False,1,0,67,1,0,Fibra Óptica,1,1,1,1,1,1,Bianual,1,Cheque electrónico,111.05,7321.05,3.7,61-70,6
2324-AALNO,0,F,False,0,0,48,1,1,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Transferencia bancaria (automático),24.55,1203.95,0.82,41-50,1
2324-EFHVG,0,M,False,0,0,64,1,1,Fibra Óptica,0,1,1,0,1,1,Bianual,1,Transferencia bancaria (automático),104.4,6692.65,3.48,61-70,5
2325-NBPZG,0,F,False,0,0,3,1,0,Fibra Óptica,1,0,0,0,0,0,Mensual,1,Cheque electrónico,74.55,233.65,2.48,0-10,1
2325-WINES,0,F,False,0,0,32,1,1,Fibra Óptica,0,1,1,0,1,1,Anual,1,Tarjeta de crédito (automático),104.05,3416.85,3.47,31-40,5
2325-ZUSFD,1,F,False,1,1,57,1,0,DSL,1,0,0,0,1,1,Anual,1,Transferencia bancaria (automático),70.1,3913.3,2.34,51-60,3
2330-PQGDQ,0,M,False,1,1,51,1,1,Fibra Óptica,0,1,0,1,0,0,Anual,0,Transferencia bancaria (automático),84.2,4299.75,2.81,51-60,3
2332-EFBJY,1,M,False,0,0,16,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Cheque por Correo,19.7,342.4,0.66,11-20,0
2332-TODQS,0,F,False,0,0,48,1,1,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Tarjeta de crédito (automático),25.05,1171.5,0.84,41-50,1
2333-KWEWW,0,M,False,0,0,18,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),20.05,388.6,0.67,11-20,0
2335-GSODA,0,M,False,0,1,23,0,-1,DSL,1,0,1,1,0,0,Bianual,0,Cheque por Correo,40.1,857.75,1.34,21-30,3
2338-BQEZT,0,F,False,0,0,55,1,0,DSL,1,0,0,0,0,0,Mensual,1,Tarjeta de crédito (automático),50.55,2832.75,1.68,51-60,1
2342-CKIAO,0,F,False,0,0,2,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,20.3,41.2,0.68,0-10,0
2344-JMOGN,1,M,False,1,0,9,1,0,Fibra Óptica,0,1,1,1,1,0,Mensual,1,Cheque por Correo,94.85,890.6,3.16,0-10,4
2346-CZYIL,0,M,False,0,0,27,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),20.35,531.6,0.68,21-30,0
2346-DJQTB,0,F,False,0,0,35,0,-1,DSL,0,0,0,0,0,0,Mensual,0,Cheque electrónico,24.15,812.5,0.8,31-40,0
2346-LOCWC,0,F,False,1,1,58,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),20.5,1191.4,0.68,51-60,0
2347-WKKAE,0,M,False,1,0,42,1,1,Fibra Óptica,1,0,1,0,0,1,Mensual,1,Cheque electrónico,94.4,4014.6,3.15,41-50,4
2348-KCJLT,0,F,False,1,0,44,1,0,DSL,1,1,1,0,0,0,Anual,1,Cheque por Correo,61.5,2722.2,2.05,41-50,3
2351-BKRZW,0,F,False,1,1,43,1,0,DSL,1,0,1,0,1,1,Bianual,0,Transferencia bancaria (automático),75.2,3254.35,2.51,41-50,4
2351-RRBUE,0,F,False,1,1,7,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,20.65,134.05,0.69,0-10,0
2357-COQEK,1,F,True,0,0,28,1,1,Fibra Óptica,0,0,1,1,1,1,Mensual,1,Cheque electrónico,103.3,2890.65,3.44,21-30,5
